start_station_id,end_station_id,line,direction,time
1311,1284,换乘,,5
1300,1460,换乘,,5
1460,1300,换乘,,5
1301,1501,换乘,,5
1501,1301,换乘,,5
1313,1373,换乘,,5
1373,1313,换乘,,5
1316,1405,换乘,,5
1405,1316,换乘,,5
1317,1435,换乘,,5
1435,1317,换乘,,5
1344,1491,换乘,,5
1491,1344,换乘,,5
1348,1277,换乘,,5
1277,1348,换乘,,5
1356,1308,换乘,,5
1308,1356,换乘,,5
1359,1445,换乘,,5
1445,1359,换乘,,5
1392,1459,换乘,,5
1459,1392,换乘,,5
1391,1500,换乘,,5
1500,1391,换乘,,5
1158,1386,换乘,,5
1386,1158,换乘,,5
1187,1384,换乘,,5
1384,1187,换乘,,5
1404,1436,换乘,,5
1436,1404,换乘,,5
1417,1493,换乘,,5
1493,1417,换乘,,5
1017,1410,换乘,,5
1410,1017,换乘,,5
1127,1457,换乘,,5
1457,1127,换乘,,5
1129,1451,换乘,,5
1451,1129,换乘,,5
1458,1497,换乘,,5
1497,1458,换乘,,5
1459,1392,换乘,,5
1392,1459,换乘,,5
1202,1490,换乘,,5
1490,1202,换乘,,5
1150,1494,换乘,,5
1494,1150,换乘,,5
1251,1510,换乘,,5
1510,1251,换乘,,5
1452,1511,换乘,,5
1511,1452,换乘,,5
